date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:30:18	67144/67144	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/1641224187.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/1641224187.jpg	(from https://profilo.xyz/veratti)
17:30:18	18309/18309	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:18%20GMT	https://profilo.xyz/veratti/portfolio/taxi-app/113	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/portfolio/taxi-app/113.html	(from https://profilo.xyz/veratti)
17:30:19	103954/103954	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/1641224196.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/1641224196.jpg	(from https://profilo.xyz/veratti)
17:30:19	18354/18354	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:19%20GMT	https://profilo.xyz/veratti/portfolio/investment-app-ui/114	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/portfolio/investment-app-ui/114.html	(from https://profilo.xyz/veratti)
17:30:19	102371/102371	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/1641224204.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/1641224204.jpg	(from https://profilo.xyz/veratti)
17:30:20	18346/18346	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:19%20GMT	https://profilo.xyz/veratti/portfolio/qr-menu-maker/115	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/portfolio/qr-menu-maker/115.html	(from https://profilo.xyz/veratti)
17:30:20	6471/6471	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/testimonials/1641224698.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/testimonials/1641224698.jpg	(from https://profilo.xyz/veratti)
17:30:20	7006/7006	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/testimonials/1641224706.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/testimonials/1641224706.jpg	(from https://profilo.xyz/veratti)
17:30:20	8055/8055	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/testimonials/1641224715.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/testimonials/1641224715.jpg	(from https://profilo.xyz/veratti)
17:30:20	7006/7006	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/testimonials/1641224723.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/testimonials/1641224723.jpg	(from https://profilo.xyz/veratti)
17:30:21	19848/19848	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:20%20GMT	https://profilo.xyz/veratti/blog/richard-mcclintock,-a-latin-professor-at-hampden-sydney-college/100	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blog/richard-mcclintock,-a-latin-professor-at-hampden-sydney-college/100.html	(from https://profilo.xyz/veratti)
17:30:21	19731/19731	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:21%20GMT	https://profilo.xyz/veratti/blog/many-desktop-publishing-packages-and-web-page/99	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blog/many-desktop-publishing-packages-and-web-page/99.html	(from https://profilo.xyz/veratti)
17:30:22	19773/19773	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:21%20GMT	https://profilo.xyz/veratti/blog/there-are-many-variations-of-passages-of-lorem-ipsum/98	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blog/there-are-many-variations-of-passages-of-lorem-ipsum/98.html	(from https://profilo.xyz/veratti)
17:30:22	99370/99370	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/js/vendor/jquery-3.4.1.min.js	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/js/vendor/jquery-3.4.1.min.js	(from https://profilo.xyz/veratti)
17:30:23	603/603	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/js/profile/common.js	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/js/profile/common.js	(from https://profilo.xyz/veratti)
17:30:23	6293/6293	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/js/profile/theme4/main.js	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/js/profile/theme4/main.js	(from https://profilo.xyz/veratti)
17:30:23	278490/278490	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/js/plugin.min.js	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/js/plugin.min.js	(from https://profilo.xyz/veratti)
17:30:24	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-brands-400.eot?	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-brands-400d41d.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:24	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-brands-400.eot	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-brands-400.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:25	74700/74700	---M--	200	added ('OK')	font/woff2	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-brands-400.woff2	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-brands-400.woff2	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:25	87688/87688	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-brands-400.woff	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-brands-400.woff	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:25	129620/129620	---M--	200	added ('OK')	font/ttf	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-brands-400.ttf	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-brands-400.ttf	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:26	447222/447222	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-brands-400.svg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-brands-400.svg	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:26	400840/400840	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-light-300.eot	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-light-300.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:26	156896/156896	---M--	200	added ('OK')	font/woff2	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-light-300.woff2	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-light-300.woff2	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:26	207100/207100	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-light-300.woff	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-light-300.woff	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:26	400840/400840	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-light-300.eot?	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-light-300d41d.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:27	400560/400560	---M--	200	added ('OK')	font/ttf	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-light-300.ttf	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-light-300.ttf	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:27	1381883/1381883	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-light-300.svg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-light-300.svg	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:27	369628/369628	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-regular-400.eot	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-regular-400.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:27	369628/369628	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-regular-400.eot?	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-regular-400d41d.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:27	145152/145152	---M--	200	added ('OK')	font/woff2	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-regular-400.woff2	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-regular-400.woff2	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:27	191300/191300	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-regular-400.woff	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-regular-400.woff	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:28	369336/369336	---M--	200	added ('OK')	font/ttf	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-regular-400.ttf	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-regular-400.ttf	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:28	313900/313900	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-solid-900.eot	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-solid-900.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:28	313900/313900	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-solid-900.eot?	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-solid-900d41d.eot	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:29	117452/117452	---M--	200	added ('OK')	font/woff2	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-solid-900.woff2	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-solid-900.woff2	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:29	1260524/1260524	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-regular-400.svg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-regular-400.svg	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:29	155948/155948	---M--	200	added ('OK')	font/woff	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-solid-900.woff	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-solid-900.woff	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:29	313620/313620	---M--	200	added ('OK')	font/ttf	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-solid-900.ttf	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-solid-900.ttf	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:30	1033908/1033908	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2018%20Nov%202022%2013:55:29%20GMT	https://profilo.xyz/assets/front/fonts/fa-solid-900.svg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/fonts/fa-solid-900.svg	(from https://profilo.xyz/assets/front/css/plugin.min.css)
17:30:30	19749/19749	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:29%20GMT	https://profilo.xyz/veratti/blog/lorem-ipsum-is-simply-dummy-text-of-the-printing/95	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blog/lorem-ipsum-is-simply-dummy-text-of-the-printing/95.html	(from https://profilo.xyz/veratti/blogs)
17:30:30	19833/19833	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:30%20GMT	https://profilo.xyz/veratti/blog/it-is-a-long-established-fact-that-a-reader-will-be-distracted/96	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blog/it-is-a-long-established-fact-that-a-reader-will-be-distracted/96.html	(from https://profilo.xyz/veratti/blogs)
17:30:31	19785/19785	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:30%20GMT	https://profilo.xyz/veratti/blog/contrary-to-popular-belief,-lorem-ipsum-is-not-simply/97	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blog/contrary-to-popular-belief,-lorem-ipsum-is-not-simply/97.html	(from https://profilo.xyz/veratti/blogs)
17:30:31	20051/20051	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:31%20GMT	https://profilo.xyz/veratti/blogs?category=54	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blogs3da7.html	(from https://profilo.xyz/veratti/blogs)
17:30:31	20062/20062	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:31%20GMT	https://profilo.xyz/veratti/blogs?category=55	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blogs28ec.html	(from https://profilo.xyz/veratti/blogs)
17:30:32	20085/20085	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:31%20GMT	https://profilo.xyz/veratti/blogs?category=56	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/blogs5699.html	(from https://profilo.xyz/veratti/blogs)
17:30:32	113354/113354	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/blogs/1641225247.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/blogs/1641225247.jpg	(from https://profilo.xyz/veratti/blogs)
17:30:33	116442/116442	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/blogs/1641225241.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/blogs/1641225241.jpg	(from https://profilo.xyz/veratti/blogs)
17:30:33	118961/118961	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/blogs/1641225233.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/blogs/1641225233.jpg	(from https://profilo.xyz/veratti/blogs)
17:30:33	95308/95308	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/services/1640953796.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/services/1640953796.jpg	(from https://profilo.xyz/veratti/service/ecommerce-website/97)
17:30:34	72092/72092	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/services/1640953805.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/services/1640953805.jpg	(from https://profilo.xyz/veratti/service/logo-design/98)
17:30:34	91699/91699	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/services/1640953813.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/services/1640953813.jpg	(from https://profilo.xyz/veratti/service/html-templates/99)
17:30:34	221210/221210	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d147739d.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d147739d.jpg	(from https://profilo.xyz/veratti/portfolio/ecommerce-website/110)
17:30:34	264920/264920	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d14d1aec.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d14d1aec.jpg	(from https://profilo.xyz/veratti/portfolio/ecommerce-website/110)
17:30:35	260459/260459	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Nov%202022%2013:55:30%20GMT	https://profilo.xyz/assets/front/img/user/portfolios/60fe6d1477378.jpg	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/assets/front/img/user/portfolios/60fe6d1477378.jpg	(from https://profilo.xyz/veratti/portfolio/ecommerce-website/110)
17:30:35	20323/20323	---M-Z	200	added ('OK')	text/html	date:Mon,%2020%20Feb%202023%2012:30:34%20GMT	https://profilo.xyz/veratti/portfolios?category=57	C:/Users/Falcon/Desktop/Portfolio/profilo.xyz/veratti/portfoliosaaa1.html	(from https://profilo.xyz/veratti/portfolio/ecommerce-website/110)
